,17538
1.2.2.2.2.3.5.5.,67
1.2.2.2.2.3.5.5.5.6.7.,1
1.2.2.2.2.3.6.,1
1.2.2.2.2.4.4.4.4.7.,1
1.2.2.2.2.4.4.4.5.,1
1.2.2.2.2.4.4.5.,26
1.2.2.2.2.4.5.,3
1.2.2.2.2.5.5.5.,1
1.2.2.2.3.,1812
1.2.2.2.3.3.3.,303
1.2.2.2.3.3.3.3.3.,7
1.2.2.2.3.3.3.3.3.3.3.,25
1.2.2.2.3.3.3.3.3.3.3.5.5.,3
1.2.2.2.3.3.3.3.3.3.4.5.6.,1
1.2.2.2.3.3.3.3.3.3.5.5.5.,3
1.2.2.2.3.3.3.3.3.4.,10
1.2.2.2.3.3.3.3.3.4.4.,1
1.2.2.2.3.3.3.3.3.4.5.5.,4
1.2.2.2.3.3.3.3.3.4.6.,1
1.2.2.2.3.3.3.3.4.4.4.5.,1
1.2.2.2.3.3.3.3.4.4.5.,18
1.2.2.2.3.3.3.3.4.4.5.7.7.,6
1.2.2.2.3.3.3.3.4.4.6.7.,1
1.2.2.2.3.3.3.3.4.5.,20
1.2.2.2.3.3.3.3.4.5.6.,1
1.2.2.2.3.3.3.3.4.5.6.6.,2
1.2.2.2.3.3.3.3.4.6.7.,1
1.2.2.2.3.3.3.3.5.,27
1.2.2.2.3.3.3.3.5.5.5.6.6.8.,1
1.2.2.2.3.3.3.3.5.6.,2
1.2.2.2.3.3.3.3.5.6.6.,2
1.2.2.2.3.3.3.4.,220
1.2.2.2.3.3.3.4.4.,29
1.2.2.2.3.3.3.4.4.4.,11
1.2.2.2.3.3.3.4.4.4.5.5.,2
1.2.2.2.3.3.3.4.4.4.5.5.6.,1
1.2.2.2.3.3.3.4.4.4.5.6.6.7.,1
1.2.2.2.3.3.3.4.4.4.5.6.7.,1
1.2.2.2.3.3.3.4.4.5.5.6.,4
1.2.2.2.3.3.3.4.4.5.5.6.6.,1
1.2.2.2.3.3.3.4.4.6.,12
1.2.2.2.3.3.3.4.4.6.7.7.,1
1.2.2.2.3.3.3.4.4.8.,1
1.2.2.2.3.3.3.4.5.5.,103
1.2.2.2.3.3.3.4.5.5.5.5.7.7.8.,4
1.2.2.2.3.3.3.4.5.5.6.6.6.,1
1.2.2.2.3.3.3.4.5.5.6.7.7.,5
1.2.2.2.3.3.3.4.5.6.6.7.,1
1.2.2.2.3.3.3.4.5.7.,3
1.2.2.2.3.3.3.4.6.,2
1.2.2.2.3.3.3.5.5.,89
1.2.2.2.3.3.3.5.5.6.,1
1.2.2.2.3.3.3.6.,6
1.2.2.2.3.3.3.6.6.7.7.,4
1.2.2.2.3.3.4.4.4.4.4.5.6.,1
1.2.2.2.3.3.4.4.4.5.,5
1.2.2.2.3.3.4.4.4.5.5.7.,1
1.2.2.2.3.3.4.4.4.6.6.7.,2
1.2.2.2.3.3.4.4.4.6.7.,1
1.2.2.2.3.3.4.4.4.6.7.8.8.,2
1.2.2.2.3.3.4.4.4.7.,1
1.2.2.2.3.3.4.4.5.,80
1.2.2.2.3.3.4.4.5.5.6.7.,1
1.2.2.2.3.3.4.4.5.5.7.,2
1.2.2.2.3.3.4.4.5.6.,5
1.2.2.2.3.3.4.4.6.6.7.,2
1.2.2.2.3.3.4.5.,71
1.2.2.2.3.3.4.5.5.5.,1
1.2.2.2.3.3.4.5.5.5.5.7.,1
1.2.2.2.3.3.4.5.5.5.6.,2
1.2.2.2.3.3.4.5.5.7.,1
1.2.2.2.3.3.4.5.6.,25
1.2.2.2.3.3.4.5.6.6.,11
1.2.2.2.3.3.4.5.6.6.6.,3
1.2.2.2.3.3.4.7.,22
1.2.2.2.3.3.5.,216
1.2.2.2.3.3.5.5.5.,10
1.2.2.2.3.3.5.5.6.6.7.,1
1.2.2.2.3.3.5.6.,3
1.2.2.2.3.4.,503
1.2.2.2.3.4.4.,109
1.2.2.2.3.4.4.4.,31
1.2.2.2.3.4.4.4.4.,3
1.2.2.2.3.4.4.4.4.4.,7
1.2.2.2.3.4.4.4.4.4.8.,1
1.2.2.2.3.4.4.4.4.5.5.6.,1
1.2.2.2.3.4.4.4.4.6.6.,22
1.2.2.2.3.4.4.4.4.6.6.8.,1
1.2.2.2.3.4.4.4.5.6.7.,1
1.2.2.2.3.4.4.4.5.7.,14
1.2.2.2.3.4.4.4.5.7.8.8.8.,2
1.2.2.2.3.4.4.4.6.,4
1.2.2.2.3.4.4.4.6.6.7.7.,1
1.2.2.2.3.4.4.4.6.7.7.8.,1
1.2.2.2.3.4.4.5.5.,199
1.2.2.2.3.4.4.5.6.6.7.,1
1.2.2.2.3.4.4.6.,4
1.2.2.2.3.4.4.6.6.,1
1.2.2.2.3.4.5.5.,25
1.2.2.2.3.4.5.5.6.,6
1.2.2.2.3.4.6.6.,1
1.2.2.2.3.5.5.,4
1.2.2.2.3.5.5.5.5.,1
1.2.2.2.4.4.4.5.,3
1.2.2.2.4.4.4.5.5.6.7.,1
1.2.2.2.4.4.5.,150
1.2.2.2.4.4.5.5.5.6.6.,1
1.2.2.2.4.4.5.6.,2
1.2.2.2.4.5.,43
1.2.2.2.4.5.5.5.5.5.6.,4
1.2.2.3.,952
1.2.2.3.3.3.,806
1.2.2.3.3.3.3.3.,16
1.2.2.3.3.3.3.3.3.3.4.5.5.6.,4
1.2.2.3.3.3.3.3.3.4.4.5.6.,50
1.2.2.3.3.3.3.3.4.,6
1.2.2.3.3.3.3.3.4.4.,2
1.2.2.3.3.3.3.3.4.4.4.,3
1.2.2.3.3.3.3.3.4.4.4.6.,85
1.2.2.3.3.3.3.3.4.4.5.5.6.,46
1.2.2.3.3.3.3.3.4.5.5.,35
1.2.2.3.3.3.3.3.4.6.,1
1.2.2.3.3.3.3.3.4.6.6.,71
1.2.2.3.3.3.3.3.5.5.6.,82
1.2.2.3.3.3.3.3.5.6.7.8.,1
1.2.2.3.3.3.3.3.6.,1
1.2.2.3.3.3.3.4.4.4.5.,74
1.2.2.3.3.3.3.4.4.4.5.6.,1
1.2.2.3.3.3.3.4.4.4.6.7.,1
1.2.2.3.3.3.3.4.4.4.7.,3
1.2.2.3.3.3.3.4.4.5.,11
1.2.2.3.3.3.3.4.4.5.5.6.6.7.,5
1.2.2.3.3.3.3.4.5.,46
1.2.2.3.3.3.3.4.5.5.5.,2
1.2.2.3.3.3.3.4.5.5.6.9.,1
1.2.2.3.3.3.3.4.5.5.7.,22
1.2.2.3.3.3.3.4.5.6.,5
1.2.2.3.3.3.3.4.5.6.6.,2
1.2.2.3.3.3.3.4.5.6.7.7.,4
1.2.2.3.3.3.3.4.6.6.7.,3
1.2.2.3.3.3.3.5.,20
1.2.2.3.3.3.3.5.5.5.,2
1.2.2.3.3.3.3.5.5.6.7.,1
1.2.2.3.3.3.3.5.5.7.,14
1.2.2.3.3.3.3.5.6.7.7.,1
1.2.2.3.3.3.4.,373
1.2.2.3.3.3.4.4.,124
1.2.2.3.3.3.4.4.4.,65
1.2.2.3.3.3.4.4.4.4.,1
1.2.2.3.3.3.4.4.4.4.4.,26
1.2.2.3.3.3.4.4.4.4.4.4.6.,2
1.2.2.3.3.3.4.4.4.4.6.,3
1.2.2.3.3.3.4.4.4.5.5.,5
1.2.2.3.3.3.4.4.4.5.7.,2
1.2.2.3.3.3.4.4.4.6.,5
1.2.2.3.3.3.4.4.5.5.,5
1.2.2.3.3.3.4.4.5.5.6.,6
1.2.2.3.3.3.4.4.5.5.6.6.,7
1.2.2.3.3.3.4.4.5.5.7.7.8.,1
1.2.2.3.3.3.4.4.5.6.6.6.7.,5
1.2.2.3.3.3.4.4.5.6.7.,4
1.2.2.3.3.3.4.4.5.6.7.8.,1
1.2.2.3.3.3.4.4.5.7.,1
1.2.2.3.3.3.4.4.6.,9
1.2.2.3.3.3.4.4.6.6.,1
1.2.2.3.3.3.4.4.6.6.7.7.,3
1.2.2.3.3.3.4.4.6.7.7.,1
1.2.2.3.3.3.4.4.6.8.,1
1.2.2.3.3.3.4.5.5.,10
1.2.2.3.3.3.4.5.5.6.,2
1.2.2.3.3.3.4.5.5.6.6.,1
1.2.2.3.3.3.4.5.5.6.7.7.,18
1.2.2.3.3.3.4.5.6.6.6.7.,1
1.2.2.3.3.3.4.5.6.6.7.,1
1.2.2.3.3.3.4.5.6.6.7.8.8.10.,1
1.2.2.3.3.3.4.5.6.7.,4
1.2.2.3.3.3.4.5.7.,6
1.2.2.3.3.3.4.6.,1
1.2.2.3.3.3.5.5.,2
1.2.2.3.3.3.5.5.5.6.7.,1
1.2.2.3.3.3.5.5.6.,5
1.2.2.3.3.3.5.5.6.6.,4
1.2.2.3.3.3.6.,30
1.2.2.3.3.4.4.4.4.4.5.,2
1.2.2.3.3.4.4.4.4.5.,4
1.2.2.3.3.4.4.4.4.5.6.,1
1.2.2.3.3.4.4.4.4.6.7.,1
1.2.2.3.3.4.4.4.5.,13
1.2.2.3.3.4.4.4.5.6.,8
1.2.2.3.3.4.4.4.5.6.8.,9
1.2.2.3.3.4.4.4.6.6.7.,1
1.2.2.3.3.4.4.4.6.7.,1
1.2.2.3.3.4.4.4.7.,2
1.2.2.3.3.4.4.5.,38
1.2.2.3.3.4.4.5.5.5.,1
1.2.2.3.3.4.4.5.5.5.6.6.,2
1.2.2.3.3.4.4.5.5.6.7.,8
1.2.2.3.3.4.4.5.6.,1
1.2.2.3.3.4.4.5.6.6.,3
1.2.2.3.3.4.4.5.6.8.,2
1.2.2.3.3.4.5.,36
1.2.2.3.3.4.5.5.5.,4
1.2.2.3.3.4.5.5.5.5.6.7.7.7.,3
1.2.2.3.3.4.5.5.5.6.,1
1.2.2.3.3.4.5.5.6.7.,14
1.2.2.3.3.4.5.6.,2
1.2.2.3.3.4.5.6.6.,2
1.2.2.3.3.4.5.6.6.6.,6
1.2.2.3.3.4.6.7.,1
1.2.2.3.3.5.,10
1.2.2.3.3.5.5.5.5.5.,1
1.2.2.3.3.5.5.5.6.,4
1.2.2.3.3.5.5.5.6.6.,1
1.2.2.3.4.,447
1.2.2.3.4.4.,66
1.2.2.3.4.4.4.,23
1.2.2.3.4.4.4.4.,15
1.2.2.3.4.4.4.4.4.,105
1.2.2.3.4.4.4.4.6.,2
1.2.2.3.4.4.4.4.6.6.,4
1.2.2.3.4.4.4.5.5.,6
1.2.2.3.4.4.4.5.5.5.5.,2
1.2.2.3.4.4.4.5.5.5.6.7.,1
1.2.2.3.4.4.4.5.5.5.7.,2
1.2.2.3.4.4.4.5.5.6.7.7.8.,6
1.2.2.3.4.4.4.5.7.8.8.,1
1.2.2.3.4.4.4.6.,3
1.2.2.3.4.4.4.6.6.,1
1.2.2.3.4.4.4.6.6.6.,2
1.2.2.3.4.4.4.6.6.6.6.,1
1.2.2.3.4.4.5.5.,13
1.2.2.3.4.4.5.5.5.5.6.,7
1.2.2.3.4.4.5.5.5.5.8.,1
1.2.2.3.4.4.5.5.6.,9
1.2.2.3.4.4.5.5.6.6.,2
1.2.2.3.4.4.5.6.7.,1
1.2.2.3.4.4.6.,3
1.2.2.3.4.5.5.,22
1.2.2.3.4.5.5.5.5.,7
1.2.2.4.4.4.4.4.5.,3
1.2.2.4.4.4.4.4.5.6.,1
1.2.2.4.4.4.4.5.,3
1.2.2.4.4.4.4.5.5.6.7.8.8.,7
1.2.2.4.4.4.4.5.6.,2
1.2.2.4.4.4.4.5.6.6.,1
1.2.2.4.4.4.5.5.6.6.6.7.,1
1.2.2.4.4.4.5.6.,2
1.2.3.3.3.,71
1.2.3.3.3.3.3.,131
1.2.3.3.3.3.3.3.3.3.5.5.5.,2
1.2.3.3.3.3.3.3.3.4.,1
1.2.3.3.3.3.3.3.4.4.7.,2
1.2.3.3.3.3.3.3.4.5.,2
1.2.3.3.3.3.3.4.,293
1.2.3.3.3.3.3.4.4.,40
1.2.3.3.3.3.3.4.4.4.4.6.,2
1.2.3.3.3.3.3.4.4.6.,1
1.2.3.3.3.3.3.4.5.5.,1
1.2.3.3.3.3.3.4.5.6.6.7.,1
1.2.3.3.3.3.3.4.6.,3
1.2.3.3.3.3.3.4.6.6.,3
1.2.3.3.3.3.3.5.5.,12
1.2.3.3.3.3.3.5.5.6.,4
1.2.3.3.3.3.4.4.4.4.6.7.,1
1.2.3.3.3.3.4.4.4.4.7.,1
1.2.3.3.3.3.4.4.4.5.,15
1.2.3.3.3.3.4.4.4.5.6.,3
1.2.3.3.3.3.4.4.4.5.6.6.,2
1.2.3.3.3.3.4.4.4.5.8.,1
1.2.3.3.3.3.4.4.5.,67
1.2.3.3.3.3.4.4.5.5.6.6.6.9.,1
1.2.3.3.3.3.4.4.5.6.,32
1.2.3.3.3.3.4.4.5.6.6.,3
1.2.3.3.3.3.4.4.5.6.7.7.8.,3
1.2.3.3.3.3.4.4.5.7.7.,7
1.2.3.3.3.3.4.4.7.,1
1.2.3.3.3.3.4.5.,13
1.2.3.3.3.3.4.5.5.5.6.,6
1.2.3.3.3.3.4.5.5.6.7.,3
1.2.3.3.3.3.4.5.6.,28
1.2.3.3.3.3.4.5.6.6.,7
1.2.3.3.3.3.4.5.6.6.6.,1
1.2.3.3.3.3.4.7.,43
1.2.3.3.3.3.5.,1
1.2.3.3.3.3.5.5.6.6.6.7.,16
1.2.3.3.3.3.5.6.6.,2
1.2.3.3.3.3.5.6.6.6.,8
1.2.3.3.3.4.,350
1.2.3.3.3.4.4.,33
1.2.3.3.3.4.4.4.,18
1.2.3.3.3.4.4.4.4.,1
1.2.3.3.3.4.4.4.4.4.4.8.,4
1.2.3.3.3.4.4.4.4.4.5.6.7.8.,1
1.2.3.3.3.4.4.4.4.6.,2
1.2.3.3.3.4.4.4.5.5.,4
1.2.3.3.3.4.4.4.5.5.6.,1
1.2.3.3.3.4.4.4.5.5.7.7.,1
1.2.3.3.3.4.4.4.5.6.7.8.,3
1.2.3.3.3.4.4.4.5.7.,1
1.2.3.3.3.4.4.4.6.,2
1.2.3.3.3.4.4.4.6.6.,31
1.2.3.3.3.4.4.4.8.,1
1.2.3.3.3.4.4.5.5.,181
1.2.3.3.3.4.4.5.5.5.5.6.,44
1.2.3.3.3.4.4.5.5.5.7.7.9.,1
1.2.3.3.3.4.4.5.5.6.,7
1.2.3.3.3.4.4.5.5.6.7.9.,1
1.2.3.3.3.4.4.5.7.,18
1.2.3.3.3.4.4.6.,4
1.2.3.3.3.4.4.6.6.,2
1.2.3.3.3.4.4.6.6.6.,1
1.2.3.3.3.4.4.6.7.7.,1
1.2.3.3.3.4.5.5.,48
1.2.3.3.3.4.5.5.5.5.6.7.7.7.9.,9
1.2.3.3.3.4.5.5.5.7.,1
1.2.3.3.3.4.5.5.6.,214
1.2.3.3.3.4.5.5.6.7.8.8.9.,1
1.2.3.3.3.4.5.5.6.8.,2
1.2.3.3.3.4.5.6.6.7.,3
1.2.3.3.3.4.6.,1
1.2.3.3.3.5.5.,2
1.2.3.3.3.5.5.5.5.,1
1.2.3.3.3.5.5.5.5.6.6.7.7.,2
1.2.3.3.3.5.5.6.6.,2
1.2.3.3.3.5.5.6.6.6.6.,1
1.2.3.3.4.4.4.4.4.4.5.6.,69
1.2.3.3.4.4.4.4.4.5.,2
1.2.3.3.4.4.4.4.5.,5
1.2.3.3.4.4.4.4.5.5.5.7.7.,87
1.2.3.3.4.4.4.4.5.6.,5
1.2.3.3.4.4.4.4.5.6.6.,6
1.2.3.3.4.4.4.4.5.8.,1
1.2.3.3.4.4.4.4.7.,1
1.2.3.3.4.4.4.5.,27
1.2.3.3.4.4.4.5.5.5.,3
1.2.3.3.4.4.4.5.5.5.6.,4
1.2.3.3.4.4.4.5.5.6.7.,13
1.2.3.3.4.4.4.5.5.7.,1
1.2.3.3.4.4.4.5.5.7.8.,1
1.2.3.3.4.4.4.5.6.,2
1.2.3.3.4.4.4.5.6.7.7.,7
1.2.3.3.4.4.4.6.7.,46
1.2.3.3.4.4.5.,10
1.2.3.3.4.4.5.5.5.,1
1.2.3.3.4.4.5.5.6.6.7.,1
1.2.3.3.4.4.5.5.6.7.,1
1.2.3.3.4.4.5.5.6.7.7.7.,2
1.2.3.3.4.4.5.5.7.,10
1.2.3.3.4.4.5.6.,16
1.2.3.3.4.4.5.6.6.,1
1.2.3.3.4.5.,14
1.2.3.3.4.5.5.5.,40
1.2.3.3.4.5.5.5.5.7.,3
1.2.3.3.4.5.5.5.6.,1
1.2.3.3.4.5.5.5.6.6.6.,2
1.2.3.3.4.5.5.5.6.7.7.,1
1.2.3.3.4.5.5.5.7.7.8.,1
1.2.3.3.4.5.5.6.7.,2
1.2.3.3.4.5.5.6.7.7.7.8.,1
1.2.3.3.4.5.6.,54
1.2.3.3.4.5.6.7.7.,1
1.2.3.3.5.5.5.,2
1.2.3.3.5.5.5.6.6.,1
1.2.3.4.4.4.,9
1.2.3.4.4.4.4.4.,7
1.2.3.4.4.4.4.5.5.,13
1.2.3.4.4.4.4.5.6.6.7.8.8.,4
1.2.3.4.4.4.4.5.6.7.8.,8
1.2.3.4.4.4.4.5.7.8.8.8.9.9.,1
1.2.3.4.4.4.4.6.,2
1.2.3.4.4.4.4.6.6.6.7.7.,1
1.2.3.4.4.4.5.5.,2
1.2.3.4.4.4.5.5.5.7.,9
1.2.3.4.4.4.5.5.5.7.7.8.9.,1
1.2.3.4.4.4.5.5.6.7.7.8.8.,1
1.2.3.4.4.4.5.6.6.6.7.,3
1.2.3.4.4.4.5.6.6.7.,1
1.2.3.4.4.5.5.5.6.7.,2
1.2.3.4.4.5.5.6.6.,1
1.2.3.4.5.6.6.6.7.8.,1
1.2.4.4.4.4.4.4.5.,156
1.2.4.4.4.4.5.5.5.,2
1.2.4.4.4.5.5.6.6.7.8.,1
1.3.3.3.3.3.,21
1.3.3.3.3.3.3.4.5.,11
1.3.3.3.3.3.3.5.,1
1.3.3.3.3.3.3.5.5.7.,1
1.3.3.3.3.3.3.5.6.,2
1.3.3.3.3.3.4.,4
1.3.3.3.3.3.4.4.,1
1.3.3.3.3.3.4.4.4.,7
1.3.3.3.3.3.4.4.4.5.6.7.8.10.,1
1.3.3.3.3.3.4.4.4.5.7.,1
1.3.3.3.3.3.4.4.4.6.6.,8
1.3.3.3.3.3.4.5.5.,1
1.3.3.3.3.3.4.5.5.6.,1
1.3.3.3.3.3.4.5.5.6.6.,1
1.3.3.3.3.3.4.5.6.7.,1
1.3.3.3.3.3.4.6.,1
1.3.3.3.3.3.5.5.5.5.8.,1
1.3.3.3.3.3.5.5.6.6.8.,2
1.3.3.3.3.4.4.4.4.5.,5
1.3.3.3.3.4.4.4.4.5.6.,7
1.3.3.3.3.4.4.4.5.,7
1.3.3.3.3.4.4.4.5.5.6.7.,3
1.3.3.3.3.4.4.4.5.5.6.9.,1
1.3.3.3.3.4.4.4.5.6.,4
1.3.3.3.3.4.4.4.5.6.6.8.,3
1.3.3.3.3.4.4.4.6.6.7.,2
1.3.3.3.3.4.4.4.6.7.,42
1.3.3.3.3.4.4.4.6.7.8.8.8.,2
1.3.3.3.3.4.4.5.,4
1.3.3.3.3.4.4.5.5.5.,2
1.3.3.3.3.4.4.5.5.5.6.8.,1
1.3.3.3.3.4.4.5.5.6.6.7.,1
1.3.3.3.3.4.4.5.5.6.7.,1
1.3.3.3.3.4.4.5.5.7.,1
1.3.3.3.3.4.4.5.6.,4
1.3.3.3.3.4.4.5.6.8.,1
1.3.3.3.3.4.4.7.7.7.8.8.,1
1.3.3.3.3.4.5.,17
1.3.3.3.3.4.5.5.5.,1
1.3.3.3.3.4.5.6.,2
1.3.3.3.3.4.5.6.6.6.7.9.,2
1.3.3.3.3.5.,7
1.3.3.3.3.5.5.5.6.,1
1.3.3.3.3.5.6.6.6.6.,1
1.3.3.3.4.,16
1.3.3.3.4.4.,12
1.3.3.3.4.4.4.,2
1.3.3.3.4.4.4.4.,3
1.3.3.3.4.4.4.4.4.5.6.7.,2
1.3.3.3.4.4.4.4.5.5.,1
1.3.3.3.4.4.4.4.5.5.6.8.,6
1.3.3.3.4.4.4.4.5.6.7.,1
1.3.3.3.4.4.4.5.5.,25
1.3.3.3.4.4.4.5.5.5.6.9.,1
1.3.3.3.4.4.4.5.5.6.,1
1.3.3.3.4.4.4.5.5.6.7.7.8.,1
1.3.3.3.4.4.4.5.5.8.,1
1.3.3.3.4.4.4.5.6.6.6.7.,1
1.3.3.3.4.4.4.5.7.,8
1.3.3.3.4.4.4.6.,4
1.3.3.3.4.4.4.6.6.7.7.8.,1
1.3.3.3.4.4.5.5.,4
1.3.3.3.4.4.5.5.6.6.,1
1.3.3.3.4.4.5.5.6.6.7.7.,1
1.3.3.3.4.4.5.5.6.8.,1
1.3.3.3.4.4.5.6.6.7.,1
1.3.3.3.4.4.5.6.7.7.7.,7
1.3.3.3.4.4.6.,1
1.3.3.3.4.5.5.5.5.6.,1
1.3.3.3.4.5.5.5.6.7.7.7.,1
1.3.3.3.4.5.5.5.7.,1
1.3.3.3.4.5.5.6.,11
1.3.3.3.4.5.5.6.6.6.8.,1
1.3.3.3.4.5.6.6.6.7.,2
1.3.3.3.5.5.5.5.6.,2
1.3.3.4.4.4.4.4.5.,2
1.3.3.4.4.4.4.4.5.5.7.,1
1.3.3.4.4.4.4.5.,10
1.3.3.4.4.4.4.5.5.5.,1
1.3.3.4.4.4.4.5.5.6.7.,1
1.3.3.4.4.4.4.5.5.7.7.7.,5
1.3.3.4.4.4.4.5.6.,2
1.3.3.4.4.4.4.5.6.7.7.,1
1.3.3.4.4.4.4.7.,1
1.3.3.4.4.4.5.,21
1.3.3.4.4.4.5.5.5.,1
1.3.3.4.4.4.5.5.5.6.7.7.8.,4
1.3.3.4.4.4.5.5.6.7.,4
1.3.3.4.4.4.5.5.7.,4
1.3.3.4.4.5.,19
1.3.3.4.4.5.5.5.6.7.7.,2
1.3.3.4.5.5.5.5.5.,1
1.3.3.4.5.5.6.6.6.6.7.7.9.,3
1.3.3.4.5.5.6.7.8.,1
1.3.3.4.5.6.6.6.,2
1.3.4.4.4.4.4.4.6.6.,11
1.3.4.4.4.4.4.5.5.,1
1.3.4.4.4.4.4.5.5.6.7.7.8.,9
1.3.4.4.4.4.4.6.,1
1.3.4.4.4.4.5.5.,6
1.3.4.4.4.4.5.5.5.5.6.,1
1.3.4.4.4.4.5.5.6.,1
1.3.4.4.4.4.6.6.,2
1.3.4.4.4.5.5.5.5.,3
1.3.4.4.4.5.5.5.6.7.7.7.8.,28
1.3.4.4.4.5.5.6.,1
1.3.4.4.4.5.5.6.6.7.7.,1
1.3.4.4.4.5.5.6.6.7.7.8.,1
1.3.4.4.5.5.5.5.,3
1.3.4.4.5.5.5.5.6.,4
1.3.4.4.5.5.6.6.,1
1.3.4.4.5.5.6.6.6.6.,6
1.3.4.4.5.5.6.6.6.6.7.8.9.10.,1
1.3.4.4.5.5.6.6.6.7.7.8.8.,3
1.3.4.5.5.5.5.6.6.6.,2
1.3.4.5.5.5.5.6.6.6.7.7.,1
1.3.4.5.5.5.5.6.6.7.9.,2
1.3.4.5.5.5.6.6.7.7.8.8.9.,3
1.4.4.4.4.4.4.5.,1
1.4.4.4.4.4.4.5.6.,9
1.4.4.4.4.4.5.5.5.6.,70
1.4.4.4.4.4.5.5.6.7.,6
1.4.4.4.4.5.5.5.,1
1.4.4.4.4.5.5.5.6.6.7.9.10.,2
1.4.4.4.5.5.5.6.6.,1
1.4.4.4.5.5.5.6.6.7.7.8.,1
1.4.4.5.5.5.5.5.5.7.,1
1.4.4.5.5.5.5.5.6.,2
1.5.5.5.5.5.6.6.7.7.7.8.9.,5
2.2.2.,21
2.2.2.2.,1030
2.2.2.2.2.,2
2.2.2.2.2.2.,12
2.2.2.2.2.2.2.,1
2.2.2.2.2.2.2.2.3.3.,1
2.2.2.2.2.2.2.3.3.3.6.7.,2
2.2.2.2.2.2.2.3.3.4.,1
2.2.2.2.2.2.2.3.5.,1
2.2.2.2.2.2.2.3.5.6.,1
2.2.2.2.2.2.3.3.,4
2.2.2.2.2.2.3.3.3.3.3.4.5.,1
2.2.2.2.2.2.3.3.3.3.4.5.5.5.5.,1
2.2.2.2.2.2.3.3.3.3.4.7.7.,1
2.2.2.2.2.2.3.3.3.3.6.6.,1
2.2.2.2.2.2.3.3.3.3.7.7.,3
2.2.2.2.2.2.3.3.3.4.5.,75
2.2.2.2.2.2.3.3.3.5.6.,1
2.2.2.2.2.2.3.3.4.,13
2.2.2.2.2.2.3.3.4.4.,1
2.2.2.2.2.2.3.3.4.4.4.6.,139
2.2.2.2.2.2.3.3.4.5.5.6.7.7.,2
2.2.2.2.2.2.3.3.4.5.6.7.,7
2.2.2.2.2.2.3.3.5.5.6.,1
2.2.2.2.2.2.3.4.5.,1
2.2.2.2.2.2.3.4.5.6.,3
2.2.2.2.2.2.3.4.6.7.8.,5
2.2.2.2.2.2.3.5.6.,1
2.2.2.2.2.2.4.,45
2.2.2.2.2.2.4.4.,29
2.2.2.2.2.2.4.5.5.,1
2.2.2.2.2.3.3.,6
2.2.2.2.2.3.3.3.3.3.3.5.5.,1
2.2.2.2.2.3.3.3.3.3.4.5.6.,1
2.2.2.2.2.3.3.3.3.4.4.6.8.,2
2.2.2.2.2.3.3.3.3.5.5.,28
2.2.2.2.2.3.3.3.4.5.,11
2.2.2.2.2.3.3.3.5.,1
2.2.2.2.2.3.3.3.5.6.6.,14
2.2.2.2.2.3.3.3.5.6.8.,2
2.2.2.2.2.3.3.3.6.6.7.,1
2.2.2.2.2.3.3.4.,20
2.2.2.2.2.3.3.4.4.,4
2.2.2.2.2.3.3.4.4.4.,27
2.2.2.2.2.3.3.4.4.6.,1
2.2.2.2.2.3.3.4.5.5.,2
2.2.2.2.2.3.3.4.5.5.7.7.,4
2.2.2.2.2.3.3.4.6.,1
2.2.2.2.2.3.3.5.5.,21
2.2.2.2.2.3.3.5.5.6.,1
2.2.2.2.2.3.3.5.7.,1
2.2.2.2.2.3.4.4.4.5.,1
2.2.2.2.2.3.4.4.5.,45
2.2.2.2.2.3.4.5.,9
2.2.2.2.2.3.4.5.6.,1
2.2.2.2.2.3.4.5.6.6.6.,2
2.2.2.2.2.3.4.6.6.7.,1
2.2.2.2.2.3.5.,1
2.2.2.2.2.3.5.5.5.,202
2.2.2.2.2.4.4.,18
2.2.2.2.2.4.4.5.5.,2
2.2.2.2.2.4.4.5.5.6.,1
2.2.2.2.2.4.5.5.6.,2
2.2.2.2.2.5.5.,16
2.2.2.2.3.3.,177
2.2.2.2.3.3.3.3.,13
2.2.2.2.3.3.3.3.3.3.,2
2.2.2.2.3.3.3.3.3.3.3.3.5.5.,32
2.2.2.2.3.3.3.3.3.4.4.5.,1
2.2.2.2.3.3.3.3.3.4.4.5.6.,2
2.2.2.2.3.3.3.3.3.4.5.,7
2.2.2.2.3.3.3.3.4.,56
2.2.2.2.3.3.3.3.4.4.,1
2.2.2.2.3.3.3.3.4.4.5.5.,1
2.2.2.2.3.3.3.3.4.4.5.5.6.,1
2.2.2.2.3.3.3.3.4.4.6.,29
2.2.2.2.3.3.3.3.5.5.6.,35
2.2.2.2.3.3.3.4.4.4.5.,86
2.2.2.2.3.3.3.4.4.4.5.6.7.7.,1
2.2.2.2.3.3.3.4.4.5.,6
2.2.2.2.3.3.3.4.4.5.6.,98
2.2.2.2.3.3.3.4.5.,16
2.2.2.2.3.3.3.4.5.6.,7
2.2.2.2.3.3.3.4.5.6.6.,3
2.2.2.2.3.3.3.4.6.6.7.,1
2.2.2.2.3.3.3.5.,3
2.2.2.2.3.3.3.5.6.6.,1
2.2.2.2.3.3.4.,139
2.2.2.2.3.3.4.4.,51
2.2.2.2.3.3.4.4.4.,47
2.2.2.2.3.3.4.4.4.4.,7
2.2.2.2.3.3.4.4.4.4.6.,2
2.2.2.2.3.3.4.4.4.5.5.6.,4
2.2.2.2.3.3.4.4.4.5.5.6.8.,1
